Run Fondo;run_fondo_largo;nombre_fm;nombre_corto;vigencia;estado_liquidacion;tipo_fondo;rut_agf;razon_social_agf;fecha_deposito_fm;fecha_modificacion;fecha_inicio_operaciones;num_fecha_resolucion;fecha_cumplimiento_artley;fecha_termino_operaciones;numero_registro
8911;8911-7;FONDO MUTUO SANTANDER PRIVATE BANKING EQUILIBRIO;BANKING EQUILIBRIO;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-07-29;2023-11-17;2011-12-22;-;2012-02-02;;FM110541
8912;8912-5;FONDO MUTUO SECURITY INDEX FUND S&P/CLX IPSA;INDEX FUND S&P IPSA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2020-08-14;2012-01-02;-;2012-01-02;;FM110545
8915;8915-K;FONDO MUTUO SURA SELECCION ACCIONES USA;USA;Vigente;;6-FM DE LIBRE INVERSION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2021-12-22;2023-09-29;2012-03-20;-;2012-06-14;;FM120548
8916;8916-8;FONDO MUTUO SURA SELECCION ACCIONES EMERGENTES;EMERGENTES;Vigente;;6-FM DE LIBRE INVERSION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2021-12-22;2023-10-23;2012-03-20;-;2012-05-17;;FM120549
8918;8918-4;FONDO MUTUO ZURICH DIVIDENDO LOCAL;DIVIDENDO LOCAL;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-14;2023-04-28;2012-03-28;-;2012-03-29;;FM120551
8924;8924-9;FONDO MUTUO BICE ACCIONES MUNDO SUSTENTABLE;MUNDO SUSTENTABLE;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-25;2023-05-29;2012-04-03;-;2012-04-10;;FM120557
8932;8932-K;FONDO MUTUO BTG PACTUAL RENTA A PLAZO;BTG RENTA A PLAZO;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-08-04;2021-01-28;2012-05-15;-;2012-05-18;;FM120565
8933;8933-8;FONDO MUTUO BICE ESTRATEGIA MÁS CONSERVADORA;BICE EST MAS CONSERV;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2023-06-28;2012-05-22;-;2012-05-24;;FM120566
8934;8934-6;FONDO MUTUO BANCHILE DEUDA SOBERANA;BCH DEUDA SOBERANA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-07;2022-11-02;2012-06-06;-;2012-07-13;;FM120567
8940;8940-0;FONDO MUTUO SECURITY DEUDA CORPORATIVA LATINOAMERICANA;DEUDA CORPORATIVA;Vigente;;6-FM DE LIBRE INVERSION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2022-12-27;2023-03-01;2012-07-11;-;2012-07-11;;FM120573
8945;8945-1;FONDO MUTUO CREDICORP CAPITAL MONEY MARKET;FM CC MONEY M;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-03-18;2023-05-08;2012-08-01;-;2012-09-13;;FM120578
8946;8946-K;FONDO MUTUO ZURICH ESG DEUDA LATAM;ESG DEUDA LATAM;Vigente;;8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-03-31;2023-06-27;2013-01-22;-;2013-02-11;;FM120579
8948;8948-6;FONDO MUTUO ZURICH SMALL CAP LATAM;SMALL CAP LATAM;Vigente;;8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-14;2022-01-20;2012-12-06;-;2013-03-14;;FM120581
8950;8950-8;FONDO MUTUO BTG PACTUAL RENTA ACTIVA;RENTA ACTIVA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-01-28;2021-12-20;2013-01-24;-;2013-01-28;;FM120583
8956;8956-7;FONDO MUTUO SURA RENTA CORPORATIVA LARGO PLAZO;RENTA CORPORATIVA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2019-10-01;2021-12-22;2012-10-01;-;2012-10-22;;FM120589
8957;8957-5;FONDO MUTUO BANCHILE DEUDA DÓLAR;DEUDA DOLAR;Vigente;;6-FM DE LIBRE INVERSION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-10-24;2023-05-08;2012-09-11;-;2012-10-09;;FM120590
8959;8959-1;FONDO MUTUO ITAU DINAMICO;DINAMICO;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-04-18;2023-08-23;2012-09-14;-;2012-10-10;;FM120592
8967;8967-2;FONDO MUTUO BCI DEUDA LATAM HY;FM BCI D.L. HY;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-02-03;2022-05-24;2012-12-20;-;2012-12-21;;FM120600
8976;8976-1;FONDO MUTUO BCI CARTERA PATRIMONIAL CORTO PLAZO;FM BCI CP CP;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-30;2020-11-02;2013-03-01;-;2013-03-01;;FM130609
8979;8979-6;FONDO MUTUO ITAU ANDINO RETORNO TOTAL;ANDINO RETORNO TOTAL;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-29;2023-03-22;2013-03-13;-;2013-03-13;;FM130612
8980;8980-K;FONDO MUTUO SURA SELECCION ACCIONES ASIA EMERGENTE;ASIA EMERGENTE;No Vigente;;6-FM DE LIBRE INVERSION;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2017-07-04;2021-12-22;2013-04-01;-;2013-05-10;2023-11-21;FM130613
8982;8982-6;FONDO MUTUO CREDICORP CAPITAL ACCIONES ESTRATEGICAS;FM CC ACC ESTRATEGIC;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-14;2023-06-02;2013-04-04;-;2013-04-04;;FM130615
8987;8987-7;FONDO MUTUO SECURITY INDEX FUND US;INDEX FUND US;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2021-06-30;2013-05-04;-;2013-05-04;;FM130620
8992;8992-3;FONDO MUTUO ITAU GESTIONADO MODERADO;G. MODERADO;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-03-30;2023-04-18;2013-06-18;-;2013-06-18;;FM130625
8993;8993-1;FONDO MUTUO ITAU GESTIONADO AGRESIVO;G. AGRESIVO;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-03-30;2023-04-18;2013-06-18;-;2013-06-18;;FM130626
8994;8994-K;FONDO MUTUO ITAU GESTIONADO CONSERVADOR;G. CONSERVADOR;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-03-30;2023-04-18;2013-06-18;-;2013-06-18;;FM130627
9005;9005-0;FONDO MUTUO BTG PACTUAL GLOBAL DESARROLLADO;GLOBAL DESARROLLADO;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-08-06;2021-09-13;2013-07-22;-;2013-07-22;;FM130638
9006;9006-9;FONDO MUTUO BTG PACTUAL GESTION ACTIVA;GESTION ACTIVA;Vigente;;6-FM DE LIBRE INVERSION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-09-23;2022-07-28;2013-07-22;-;2013-07-22;;FM130639
9007;9007-7;FONDO MUTUO BICE ACCIONES JAPÓN;BICE ACCIONES JAPÓN;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;2013-07-29;-;2013-09-09;;FM130640
9019;9019-0;FONDO MUTUO ETF IT NOW S&P IPSA;ETF IT NOW IPSA;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-11-07;2023-03-22;2013-08-30;-;2013-09-04;;FM130652
9021;9021-2;FONDO MUTUO SCOTIA DEUDA CHILE FLEXIBLE;DEUDA CHILE FLEXIBLE;Vigente;;6-FM DE LIBRE INVERSION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2022-12-12;2023-04-11;2013-09-02;-;2013-09-03;;FM130654
9022;9022-0;FONDO MUTUO BANCHILE CAPITAL EMPRESARIAL;CAPITAL EMPRESARIAL;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-09;2023-11-16;2013-09-03;-;2013-10-03;;FM130655
9023;9023-9;FONDO MUTUO LARRAINVIAL ASIA;ASIA;Vigente;;4-FM MIXTO;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-26;2022-12-16;2013-09-27;-;2013-09-27;;FM130656
9024;9024-7;FONDO MUTUO BTG PACTUAL GLOBAL EMERGENTE;GLOBAL EMERGENTE;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-09-13;2023-07-03;2013-09-30;-;2013-09-30;;FM130657
9025;9025-5;FONDO MUTUO ZURICH RENTA CHILENA;EAI RENTA CHILENA;Vigente;;6-FM DE LIBRE INVERSION;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-01-07;2023-03-10;2013-11-06;-;2014-02-25;;FM130658
9027;9027-1;FONDO MUTUO LARRAINVIAL EUROPA;FM LV EUROPA;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-17;2022-08-26;2013-10-09;-;2013-10-15;;FM130660
9033;9033-6;FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO;PERMANENCIA EXTRA LP;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;91999000-7;PRINCIPAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-30;2023-11-06;2013-11-11;-;2013-12-05;;FM130666
9034;9034-4;FONDO MUTUO SANTANDER RENTA SELECTA CHILE;SELECTA CHILE;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-02-10;2022-01-05;2013-11-18;-;2013-11-18;;FM130667
9041;9041-7;FONDO MUTUO BANCHILE ESTRATEGIA CONSERVADORA;ESTRATEGIA CONS;No Vigente;;4-FM MIXTO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-04;2022-11-09;2013-12-20;-;2013-12-20;2023-11-21;FM130674
9042;9042-5;FONDO MUTUO BANCHILE ESTRATEGIA AGRESIVA;ESTRATEGIA AGRESIVA;No Vigente;;4-FM MIXTO;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-04;2022-11-09;2013-12-20;-;2013-12-20;2023-11-01;FM130675
9043;9043-3;FONDO MUTUO BANCHILE PORTAFOLIO MODERADO LARGO PLAZO;FM BCH P Moderado LP;Vigente;;6-FM DE LIBRE INVERSION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-11;2023-10-17;2013-12-20;-;2013-12-20;;FM130676
9054;9054-9;FONDO MUTUO ZURICH DEUDA CORPORATIVA CHILENA;EAI DEUDA CORP CHILE;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;77750920-9;ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-04-28;2023-08-29;2014-04-03;-;2014-07-22;;FM140688
9056;9056-5;FONDO MUTUO CREDICORP CAPITAL DEUDA 360;FM CC DEUDA 360;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-02-14;2023-06-16;2014-03-11;-;2014-03-11;;FM140690
9060;9060-3;FONDO MUTUO BCI CARTERA PATRIMONIAL ACTIVA;FM BCI CP ACTIVA;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-30;2020-11-02;2014-06-05;-;2014-10-10;;FM140694
9061;9061-1;FONDO MUTUO BCI CARTERA PATRIMONIAL AHORRO;FM BCI CP AHORRO;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-02;2022-12-14;2014-06-10;-;2014-07-22;;FM140695
9062;9062-K;FONDO MUTUO BCI CARTERA PATRIMONIAL BALANCEADA;FM BCI CP BALANCEADA;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-02;2022-08-23;2014-06-04;-;2014-08-20;;FM140696
9063;9063-8;FONDO MUTUO BCI CARTERA PATRIMONIAL CONSERVADORA;FM BCI CP CONSERV;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-30;2020-11-02;2014-06-11;-;2014-07-29;;FM140697
9067;9067-0;FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO MODERADO;ACTIVO MODERADO;No Vigente;;6-FM DE LIBRE INVERSION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-04-16;2022-11-11;2014-05-15;-;2014-08-18;2023-11-15;FM140701
9072;9072-7;FONDO MUTUO COMPASS DEUDA CHILENA;DEUDA CHILENA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96804330-7;COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-11-26;2022-02-03;2014-08-01;-;2014-08-05;;FM140709
9074;9074-3;FONDO MUTUO BANCOESTADO RENTA FUTURA;RENTA FUTURA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2019-06-14;2021-04-22;2014-08-11;-;2014-08-14;;FM140712
9084;9084-0;FONDO MUTUO SURA RENTA LOCAL UF;RENTA LOCAL UF;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2019-10-01;2021-12-22;2014-10-22;-;2014-10-29;;FM140726
9104;9104-9;FONDO MUTUO BANCOESTADO DOLAR DISPONIBLE;DOLAR DISPONIBLE;Vigente;;1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS;96836390-5;BANCOESTADO S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-08-25;2023-03-17;2014-12-15;-;2015-02-26;;FM140760
9106;9106-5;FONDO MUTUO SURA RENTA CORTO PLAZO CHILE;RENTA CORTO PLAZO;Vigente;;2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS;76036521-1;ADMINISTRADORA GENERAL DE FONDOS SURA S.A.;2018-07-25;2021-12-22;2015-01-05;-;2015-01-15;;FM140764
9107;9107-3;FONDO MUTUO CREDICORP CAPITAL RETORNO ABSOLUTO;FM CC RETORNO LATAM;Vigente;;6-FM DE LIBRE INVERSION;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-01-26;2023-06-02;2020-06-06;-;2020-06-06;;FM140765
9108;9108-1;FONDO MUTUO CREDICORP CAPITAL MEDIANO PLAZO;FM CC MEDIANO PLAZO;Vigente;;6-FM DE LIBRE INVERSION;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-04-04;2023-02-02;2022-04-02;-;2022-04-02;;FM140766
9154;9154-5;FONDO MUTUO SCOTIA DEUDA LARGO PLAZO UF;DEUDA LARGO PLAZO UF;Vigente;;6-FM DE LIBRE INVERSION;96634320-6;SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2022-12-12;2023-04-11;2015-03-03;-;2021-08-15;;FM150879
9187;9187-1;FONDO MUTUO SECURITY EUROPA ESTRATÉGICO;EUROPA ESTRATÉGICO;Vigente;;4-FM MIXTO;96639280-0;ADMINISTRADORA GENERAL DE FONDOS SECURITY S.A.;2020-04-07;2021-06-25;2015-06-01;-;2015-06-05;;FM150928
9190;9190-1;FONDO MUTUO LARRAINVIAL CUENTA ACTIVA MODERADA;CTA ACTIVA MODERADA;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-03-10;2015-06-05;-;2015-06-05;;FM150931
9191;9191-K;FONDO MUTUO LARRAINVIAL CUENTA ACTIVA DEFENSIVA;CTA ACTIVA DEFENSIVA;No Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-03-10;2015-06-05;-;2015-06-05;2023-10-13;FM150932
9192;9192-8;FONDO MUTUO LARRAINVIAL CUENTA ACTIVA CONSERVADORA;CTA ACTIVA CONSERVAD;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-03-10;2015-06-05;-;2015-06-05;;FM150933
9193;9193-6;FONDO MUTUO LARRAINVIAL CUENTA ACTIVA AGRESIVA;CTA ACTIVA AGRESIVA;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-03-10;2015-06-05;-;2015-06-05;;FM150934
9201;9201-0;FONDO MUTUO ITAU UF PLUS;UF PLUS;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-30;2023-03-18;2015-06-24;-;2015-07-13;;FM150942
9209;9209-6;FONDO MUTUO BTG PACTUAL RENTA INTERNACIONAL;RENTA INTERNACIONAL;Vigente;;6-FM DE LIBRE INVERSION;96966250-7;BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-08-07;2021-02-08;2015-07-21;-;2016-05-30;;FM150950
9221;9221-5;FONDO MUTUO LARRAINVIAL AHORRO DÓLAR;FMLV AHORRO DÓLAR;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-28;2023-11-02;2015-08-18;-;2015-09-08;;FM150962
9223;9223-1;FONDO MUTUO BICE ACCIONES INDIA;BICE ACCIONES INDIA;Vigente;;6-FM DE LIBRE INVERSION;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;2015-08-17;-;2015-10-02;;FM150964
9226;9226-6;FONDO MUTUO BCI DEUDA CORPORATIVA ESTRATÉGICA;FM BCI DC ESTR;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-09-08;2023-10-12;2015-08-25;-;2016-05-20;;FM150967
9228;9228-2;FONDO MUTUO BCI CARTERA DINÁMICA AHORRO;FM BCI C D AHORRO;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-04-06;2023-06-06;2015-08-28;-;2015-09-10;;FM150969
9231;9231-2;FONDO MUTUO BCI DEuda latam ig;FM BCI deuda lat. ig;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-02-03;2022-05-24;2015-09-24;-;2016-03-01;;FM150972
9238;9238-K;FONDO MUTUO BICE RENTA LARGO PLAZO;BICE RENTA LARGO PLA;Vigente;;3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO;96514410-2;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-25;2023-08-11;2015-09-28;-;2015-12-03;;FM150979
9248;9248-7;FONDO MUTUO ITAU DEUDA CORPORATIVA CHILE;ITAU D. CORP. CHILE;Vigente;;6-FM DE LIBRE INVERSION;96980650-9;ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-10;2023-03-18;2015-10-22;-;2015-11-12;;FM150989
9251;9251-7;FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA INVESTMENT GRADE;FM CC DEUDA CORP IG;Vigente;;6-FM DE LIBRE INVERSION;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-03-30;2023-01-26;2021-11-25;-;2021-11-25;;FM150992
9254;9254-1;FONDO MUTUO SANTANDER ACCIONES EUROPA;ACCIONES EUROPA;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-04-08;2020-06-17;2015-11-03;-;2015-11-06;;FM150995
9255;9255-K;FONDO MUTUO BANCHILE JAPÓN ACCIONARIO;JAPÓN ACCIONARIO;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-05;2022-10-19;2015-11-18;-;2015-12-03;;FM150996
9294;9294-0;FONDO MUTUO BANCHILE INVERSIONES ALTERNATIVAS;INVERSIONES ALTERNAT;Vigente;;6-FM DE LIBRE INVERSION;96767630-6;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-01-21;2022-10-24;2016-03-16;-;2016-03-16;;FM161035
9345;9345-9;FONDO MUTUO COMPASS INVESTMENT GRADE LATAM;IG LATAM;No Vigente;;8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS;96804330-7;COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2019-08-30;2020-10-01;2016-09-06;-;2016-09-06;2023-03-15;FM161086
9352;9352-1;FONDO MUTUO SANTANDER DEUDA LATAM ESG DÓLAR;DEUDA LATAM ESG DOLA;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-11-16;2023-11-23;2016-08-16;-;2016-08-18;;FM161093
9362;9362-9;FONDO MUTUO COMPASS ACCIONES CHILENAS;COMPASS ACC CHILENAS;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96804330-7;COMPASS GROUP CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-12-16;2022-02-03;2016-08-23;-;2016-08-23;;FM161103
9365;9365-3;FONDO MUTUO CREDICORP CAPITAL DEUDA CORPORATIVA LATAM INVESTMENT GRADE;FM CC DEUDA LATAM IG;Vigente;;6-FM DE LIBRE INVERSION;99549940-1;CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2022-08-03;2023-02-02;2016-09-01;-;2016-12-13;;FM161106
9371;9371-8;FONDO MUTUO BCI deuda global;FM BCI D. global;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-24;2023-06-28;2016-12-01;-;2018-08-31;;FM161112
9372;9372-6;FONDO MUTUO BCI ACCIONES GLOBALES;FM BCI ACC. GLOB.;Vigente;;6-FM DE LIBRE INVERSION;96530900-4;BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-24;2023-06-28;2016-12-01;-;2017-08-23;;FM161113
9405;9405-6;FONDO MUTUO SANTANDER DEUDA CHILE ESG;DEUDA CHILE ESG;Vigente;;6-FM DE LIBRE INVERSION;96667040-1;SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2023-04-13;2023-11-22;2016-12-21;-;2017-01-09;;FM161146
9414;9414-5;FONDO MUTUO TOESCA CHILE EQUITIES;CHILE EQUITIES;Vigente;;5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION;96576660-k;TOESCA S.A. ADMINISTRADORA GENERAL DE FONDOS;2017-06-21;2018-12-07;2016-12-28;-;2017-03-28;;FM161155
9428;9428-5;FONDO MUTUO CONSORCIO DINÁMICO AGRESIVO;FMCODAGRE;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-26;2023-03-10;2017-06-28;-;2017-07-07;;FM171169
9429;9429-3;FONDO MUTUO CONSORCIO DINÁMICO BALANCEADO;FMCODBAL;Vigente;;6-FM DE LIBRE INVERSION;96955500-K;LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-28;2023-03-10;2017-06-28;-;2017-07-07;;FM171170
